"TABLE_NAME","COMMENTS"
"V$LOGMNR_LOGS","Synonym for V_$LOGMNR_LOGS"
"V$LOGMNR_PARAMETERS","Synonym for V_$LOGMNR_PARAMETERS"
"V$LOGMNR_PROCESS","Synonym for V_$LOGMNR_PROCESS"
"V$LOGMNR_REGION","Synonym for V_$LOGMNR_REGION"
"V$LOGMNR_SESSION","Synonym for V_$LOGMNR_SESSION"
"V$LOGMNR_STATS","Synonym for V_$LOGMNR_STATS"
"V$LOGMNR_TRANSACTION","Synonym for V_$LOGMNR_TRANSACTION"
"V$LOGSTDBY","Synonym for V_$LOGSTDBY"
"V$LOGSTDBY_PROCESS","Synonym for V_$LOGSTDBY_PROCESS"
"V$LOGSTDBY_PROGRESS","Synonym for V_$LOGSTDBY_PROGRESS"
"V$LOGSTDBY_STATE","Synonym for V_$LOGSTDBY_STATE"
"V$LOGSTDBY_STATS","Synonym for V_$LOGSTDBY_STATS"
"V$LOGSTDBY_TRANSACTION","Synonym for V_$LOGSTDBY_TRANSACTION"
"V$LOG_HISTORY","Synonym for V_$LOG_HISTORY"
"V$MANAGED_STANDBY","Synonym for V_$MANAGED_STANDBY"
"V$MAP_COMP_LIST","Synonym for V_$MAP_COMP_LIST"
"V$MAP_ELEMENT","Synonym for V_$MAP_ELEMENT"
"V$MAP_EXT_ELEMENT","Synonym for V_$MAP_EXT_ELEMENT"
"V$MAP_FILE","Synonym for V_$MAP_FILE"
"V$MAP_FILE_EXTENT","Synonym for V_$MAP_FILE_EXTENT"
"V$MAP_FILE_IO_STACK","Synonym for V_$MAP_FILE_IO_STACK"
"V$MAP_LIBRARY","Synonym for V_$MAP_LIBRARY"
"V$MAP_SUBELEMENT","Synonym for V_$MAP_SUBELEMENT"
"V$MAX_ACTIVE_SESS_TARGET_MTH","Synonym for V_$MAX_ACTIVE_SESS_TARGET_MTH"
"V$MEMORY_CURRENT_RESIZE_OPS","Synonym for V_$MEMORY_CURRENT_RESIZE_OPS"
"V$MEMORY_DYNAMIC_COMPONENTS","Synonym for V_$MEMORY_DYNAMIC_COMPONENTS"
"V$MEMORY_RESIZE_OPS","Synonym for V_$MEMORY_RESIZE_OPS"
"V$MEMORY_TARGET_ADVICE","Synonym for V_$MEMORY_TARGET_ADVICE"
"V$METRIC","Synonym for V_$METRIC"
"V$METRICGROUP","Synonym for V_$METRICGROUP"
"V$METRICNAME","Synonym for V_$METRICNAME"
"V$METRIC_HISTORY","Synonym for V_$METRIC_HISTORY"
"V$MTTR_TARGET_ADVICE","Synonym for V_$MTTR_TARGET_ADVICE"
"V$MUTEX_SLEEP","Synonym for V_$MUTEX_SLEEP"
"V$MUTEX_SLEEP_HISTORY","Synonym for V_$MUTEX_SLEEP_HISTORY"
"V$MVREFRESH","Synonym for V_$MVREFRESH"
"V$MYSTAT","Synonym for V_$MYSTAT"
"V$NFS_CLIENTS","Synonym for V_$NFS_CLIENTS"
"V$NFS_LOCKS","Synonym for V_$NFS_LOCKS"
"V$NFS_OPEN_FILES","Synonym for V_$NFS_OPEN_FILES"
"V$NLS_PARAMETERS","Synonym for V_$NLS_PARAMETERS"
"V$NLS_VALID_VALUES","Synonym for V_$NLS_VALID_VALUES"
"V$OBJECT_DEPENDENCY","Synonym for V_$OBJECT_DEPENDENCY"
"V$OBJECT_DML_FREQUENCIES","Synonym for V_$OBJECT_DML_FREQUENCIES"
"V$OBJECT_PRIVILEGE","Synonym for V_$OBJECT_PRIVILEGE"
"V$OBSOLETE_PARAMETER","Synonym for V_$OBSOLETE_PARAMETER"
"V$OFFLINE_RANGE","Synonym for V_$OFFLINE_RANGE"
"V$OPEN_CURSOR","Synonym for V_$OPEN_CURSOR"
"V$OPTION","Synonym for V_$OPTION"
"V$OSSTAT","Synonym for V_$OSSTAT"
"V$SQL_WORKAREA","Synonym for V_$SQL_WORKAREA"
"V$SQL_WORKAREA_ACTIVE","Synonym for V_$SQL_WORKAREA_ACTIVE"
"V$SQL_WORKAREA_HISTOGRAM","Synonym for V_$SQL_WORKAREA_HISTOGRAM"
"V$SSCR_SESSIONS","Synonym for V_$SSCR_SESSIONS"
"V$STANDBY_EVENT_HISTOGRAM","Synonym for V_$STANDBY_EVENT_HISTOGRAM"
"V$STANDBY_LOG","Synonym for V_$STANDBY_LOG"
"V$STATISTICS_LEVEL","Synonym for V_$STATISTICS_LEVEL"
"V$STATNAME","Synonym for V_$STATNAME"
"V$STREAMS_APPLY_COORDINATOR","Synonym for V_$STREAMS_APPLY_COORDINATOR"
"V$STREAMS_APPLY_READER","Synonym for V_$STREAMS_APPLY_READER"
"V$STREAMS_APPLY_SERVER","Synonym for V_$STREAMS_APPLY_SERVER"
"V$STREAMS_CAPTURE","Synonym for V_$STREAMS_CAPTURE"
"V$STREAMS_MESSAGE_TRACKING","Synonym for V_$STREAMS_MESSAGE_TRACKING"
"V$STREAMS_POOL_ADVICE","Synonym for V_$STREAMS_POOL_ADVICE"
"V$STREAMS_POOL_STATISTICS","Synonym for V_$STREAMS_POOL_STATISTICS"
"V$STREAMS_TRANSACTION","Synonym for V_$STREAMS_TRANSACTION"
"V$SUBCACHE","Synonym for V_$SUBCACHE"
"V$SUBSCR_REGISTRATION_STATS","Synonym for V_$SUBSCR_REGISTRATION_STATS"
"V$SYSAUX_OCCUPANTS","Synonym for V_$SYSAUX_OCCUPANTS"
"V$SYSMETRIC","Synonym for V_$SYSMETRIC"
"V$SYSMETRIC_HISTORY","Synonym for V_$SYSMETRIC_HISTORY"
"V$SYSMETRIC_SUMMARY","Synonym for V_$SYSMETRIC_SUMMARY"
"V$SYSSTAT","Synonym for V_$SYSSTAT"
"V$SYSTEM_CURSOR_CACHE","Synonym for V_$SYSTEM_CURSOR_CACHE"
"V$SYSTEM_EVENT","Synonym for V_$SYSTEM_EVENT"
"V$SYSTEM_FIX_CONTROL","Synonym for V_$SYSTEM_FIX_CONTROL"
"V$SYSTEM_PARAMETER","Synonym for V_$SYSTEM_PARAMETER"
"V$SYSTEM_PARAMETER2","Synonym for V_$SYSTEM_PARAMETER2"
"V$SYSTEM_WAIT_CLASS","Synonym for V_$SYSTEM_WAIT_CLASS"
"V$SYS_OPTIMIZER_ENV","Synonym for V_$SYS_OPTIMIZER_ENV"
"V$SYS_TIME_MODEL","Synonym for V_$SYS_TIME_MODEL"
"V$TABLESPACE","Synonym for V_$TABLESPACE"
"V$TEMPFILE","Synonym for V_$TEMPFILE"
"V$TEMPORARY_LOBS","Synonym for V_$TEMPORARY_LOBS"
"V$TEMPSTAT","Synonym for V_$TEMPSTAT"
"V$TEMP_CACHE_TRANSFER","Synonym for V_$TEMP_CACHE_TRANSFER"
"V$TEMP_EXTENT_MAP","Synonym for V_$TEMP_EXTENT_MAP"
"V$TEMP_EXTENT_POOL","Synonym for V_$TEMP_EXTENT_POOL"
"V$TEMP_PING","Synonym for V_$TEMP_PING"
"V$TEMP_SPACE_HEADER","Synonym for V_$TEMP_SPACE_HEADER"
"V$THREAD","Synonym for V_$THREAD"
"V$THRESHOLD_TYPES","Synonym for V_$THRESHOLD_TYPES"
"V$TIMER","Synonym for V_$TIMER"
"V$TIMEZONE_FILE","Synonym for V_$TIMEZONE_FILE"
"V$TIMEZONE_NAMES","Synonym for V_$TIMEZONE_NAMES"
"V$TOPLEVELCALL","Synonym for V_$TOPLEVELCALL"
"V$TRANSACTION","Synonym for V_$TRANSACTION"
"V$TRANSACTION_ENQUEUE","Synonym for V_$TRANSACTION_ENQUEUE"
"V$TRANSPORTABLE_PLATFORM","Synonym for V_$TRANSPORTABLE_PLATFORM"
"V$TSM_SESSIONS","Synonym for V_$TSM_SESSIONS"
"V$TYPE_SIZE","Synonym for V_$TYPE_SIZE"
"V$UNDOSTAT","Synonym for V_$UNDOSTAT"
"V$UNUSABLE_BACKUPFILE_DETAILS","Synonym for V_$UNUSABLE_BACKUPFILE_DETAILS"
"V$VERSION","Synonym for V_$VERSION"
"V$VPD_POLICY","Synonym for V_$VPD_POLICY"
"V$WAITCLASSMETRIC","Synonym for V_$WAITCLASSMETRIC"
"V$WAITCLASSMETRIC_HISTORY","Synonym for V_$WAITCLASSMETRIC_HISTORY"
"V$WAITSTAT","Synonym for V_$WAITSTAT"
"V$WAIT_CHAINS","Synonym for V_$WAIT_CHAINS"
"V$WALLET","Synonym for V_$WALLET"
"V$WLM_PCMETRIC","Synonym for V_$WLM_PCMETRIC"
"V$WLM_PCMETRIC_HISTORY","Synonym for V_$WLM_PCMETRIC_HISTORY"
"V$WLM_PC_STATS","Synonym for V_$WLM_PC_STATS"
"V$WORKLOAD_REPLAY_THREAD","Synonym for V_$WORKLOAD_REPLAY_THREAD"
"V$XML_AUDIT_TRAIL","Synonym for V_$XML_AUDIT_TRAIL"
"V$XSTREAM_CAPTURE","Synonym for V_$XSTREAM_CAPTURE"
"V$XSTREAM_MESSAGE_TRACKING","Synonym for V_$XSTREAM_MESSAGE_TRACKING"
"V$XSTREAM_OUTBOUND_SERVER","Synonym for V_$XSTREAM_OUTBOUND_SERVER"
"V$XSTREAM_TRANSACTION","Synonym for V_$XSTREAM_TRANSACTION"
"V$_LOCK","Synonym for V_$_LOCK"
"GV$DATABASE","Synonym for GV_$DATABASE"
"GV$DATABASE_BLOCK_CORRUPTION","Synonym for GV_$DATABASE_BLOCK_CORRUPTION"
"GV$DATABASE_INCARNATION","Synonym for GV_$DATABASE_INCARNATION"
"GV$DATABASE_KEY_INFO","Synonym for GV_$DATABASE_KEY_INFO"
"GV$DATAFILE","Synonym for GV_$DATAFILE"
"GV$DATAFILE_COPY","Synonym for GV_$DATAFILE_COPY"
"GV$DATAFILE_HEADER","Synonym for GV_$DATAFILE_HEADER"
"GV$DATAGUARD_CONFIG","Synonym for GV_$DATAGUARD_CONFIG"
"GV$DATAGUARD_STATS","Synonym for GV_$DATAGUARD_STATS"
"GV$DATAGUARD_STATUS","Synonym for GV_$DATAGUARD_STATUS"
"GV$DATAPUMP_JOB","Synonym for GV_$DATAPUMP_JOB"
"GV$DATAPUMP_SESSION","Synonym for GV_$DATAPUMP_SESSION"
"GV$DBFILE","Synonym for GV_$DBFILE"
"GV$DBLINK","Synonym for GV_$DBLINK"
"GV$DB_CACHE_ADVICE","Synonym for GV_$DB_CACHE_ADVICE"
"GV$DB_OBJECT_CACHE","Synonym for GV_$DB_OBJECT_CACHE"
"GV$DB_PIPES","Synonym for GV_$DB_PIPES"
"GV$DELETED_OBJECT","Synonym for GV_$DELETED_OBJECT"
"GV$DETACHED_SESSION","Synonym for GV_$DETACHED_SESSION"
"GV$DIAG_INFO","Synonym for GV_$DIAG_INFO"
"GV$DISPATCHER","Synonym for GV_$DISPATCHER"
"GV$DISPATCHER_CONFIG","Synonym for GV_$DISPATCHER_CONFIG"
"GV$DISPATCHER_RATE","Synonym for GV_$DISPATCHER_RATE"
"GV$DLM_ALL_LOCKS","Synonym for GV_$DLM_ALL_LOCKS"
"GV$DLM_CONVERT_LOCAL","Synonym for GV_$DLM_CONVERT_LOCAL"
"GV$DLM_CONVERT_REMOTE","Synonym for GV_$DLM_CONVERT_REMOTE"
"GV$DLM_LATCH","Synonym for GV_$DLM_LATCH"
"GV$DLM_LOCKS","Synonym for GV_$DLM_LOCKS"
"GV$DLM_MISC","Synonym for GV_$DLM_MISC"
"GV$DLM_RESS","Synonym for GV_$DLM_RESS"
"GV$DLM_TRAFFIC_CONTROLLER","Synonym for GV_$DLM_TRAFFIC_CONTROLLER"
"GV$DNFS_CHANNELS","Synonym for GV_$DNFS_CHANNELS"
"GV$DNFS_FILES","Synonym for GV_$DNFS_FILES"
"GV$DNFS_SERVERS","Synonym for GV_$DNFS_SERVERS"
"GV$DNFS_STATS","Synonym for GV_$DNFS_STATS"
"GV$DYNAMIC_REMASTER_STATS","Synonym for GV_$DYNAMIC_REMASTER_STATS"
"GV$EMON","Synonym for GV_$EMON"
"GV$ENABLEDPRIVS","Synonym for GV_$ENABLEDPRIVS"
"GV$ENCRYPTED_TABLESPACES","Synonym for GV_$ENCRYPTED_TABLESPACES"
"GV$ENCRYPTION_WALLET","Synonym for GV_$ENCRYPTION_WALLET"
"GV$ENQUEUE_LOCK","Synonym for GV_$ENQUEUE_LOCK"
"GV$ENQUEUE_STAT","Synonym for GV_$ENQUEUE_STAT"
"GV$ENQUEUE_STATISTICS","Synonym for GV_$ENQUEUE_STATISTICS"
"GV$EVENTMETRIC","Synonym for GV_$EVENTMETRIC"
"GV$EVENT_HISTOGRAM","Synonym for GV_$EVENT_HISTOGRAM"
"GV$EVENT_NAME","Synonym for GV_$EVENT_NAME"
"GV$EXECUTION","Synonym for GV_$EXECUTION"
"GV$FAST_START_SERVERS","Synonym for GV_$FAST_START_SERVERS"
"GV$FAST_START_TRANSACTIONS","Synonym for GV_$FAST_START_TRANSACTIONS"
"GV$FILEMETRIC","Synonym for GV_$FILEMETRIC"
"GV$FILEMETRIC_HISTORY","Synonym for GV_$FILEMETRIC_HISTORY"
"GV$FILESPACE_USAGE","Synonym for GV_$FILESPACE_USAGE"
"GV$FILESTAT","Synonym for GV_$FILESTAT"
"GV$FILE_CACHE_TRANSFER","Synonym for GV_$FILE_CACHE_TRANSFER"
"GV$FILE_HISTOGRAM","Synonym for GV_$FILE_HISTOGRAM"
"GV$FILE_OPTIMIZED_HISTOGRAM","Synonym for GV_$FILE_OPTIMIZED_HISTOGRAM"
"GV$FILE_PING","Synonym for GV_$FILE_PING"
"GV$FIXED_TABLE","Synonym for GV_$FIXED_TABLE"
"GV$FIXED_VIEW_DEFINITION","Synonym for GV_$FIXED_VIEW_DEFINITION"
"GV$FLASHBACK_DATABASE_LOG","Synonym for GV_$FLASHBACK_DATABASE_LOG"
"GV$FLASHBACK_DATABASE_LOGFILE","Synonym for GV_$FLASHBACK_DATABASE_LOGFILE"
"GV$FLASHBACK_DATABASE_STAT","Synonym for GV_$FLASHBACK_DATABASE_STAT"
"GV$FOREIGN_ARCHIVED_LOG","Synonym for GV_$FOREIGN_ARCHIVED_LOG"
"GV$FS_FAILOVER_HISTOGRAM","Synonym for GV_$FS_FAILOVER_HISTOGRAM"
"GV$FS_FAILOVER_STATS","Synonym for GV_$FS_FAILOVER_STATS"
"GV$GCSHVMASTER_INFO","Synonym for GV_$GCSHVMASTER_INFO"
"GV$GCSPFMASTER_INFO","Synonym for GV_$GCSPFMASTER_INFO"
"GV$GC_ELEMENT","Synonym for GV_$GC_ELEMENT"
"GV$GC_ELEMENTS_WITH_COLLISIONS","Synonym for GV_$GC_ELEMENTS_W_COLLISIONS"
"GV$GES_BLOCKING_ENQUEUE","Synonym for GV_$GES_BLOCKING_ENQUEUE"
"GV$GES_ENQUEUE","Synonym for GV_$GES_ENQUEUE"
"GV$GLOBALCONTEXT","Synonym for GV_$GLOBALCONTEXT"
"GV$GLOBAL_BLOCKED_LOCKS","Synonym for GV_$GLOBAL_BLOCKED_LOCKS"
"GV$GLOBAL_TRANSACTION","Synonym for GV_$GLOBAL_TRANSACTION"
"GV$GOLDENGATE_CAPTURE","Synonym for GV_$GOLDENGATE_CAPTURE"
"GV$GOLDENGATE_MESSAGE_TRACKING","Synonym for GV_$GOLDENGATE_MESSAGETRACKING"
"GV$GOLDENGATE_TRANSACTION","Synonym for GV_$GOLDENGATE_TRANSACTION"
"GV$HM_CHECK","Synonym for GV_$HM_CHECK"
"GV$HM_CHECK_PARAM","Synonym for GV_$HM_CHECK_PARAM"
"GV$HM_FINDING","Synonym for GV_$HM_FINDING"
"GV$HM_INFO","Synonym for GV_$HM_INFO"
"GV$HM_RECOMMENDATION","Synonym for GV_$HM_RECOMMENDATION"
"GV$HM_RUN","Synonym for GV_$HM_RUN"
"GV$HS_AGENT","Synonym for GV_$HS_AGENT"
"GV$HS_PARAMETER","Synonym for GV_$HS_PARAMETER"
"GV$HS_SESSION","Synonym for GV_$HS_SESSION"
"GV$HVMASTER_INFO","Synonym for GV_$HVMASTER_INFO"
"GV$OBJECT_DEPENDENCY","Synonym for GV_$OBJECT_DEPENDENCY"
"GV$OBJECT_DML_FREQUENCIES","Synonym for GV_$OBJECT_DML_FREQUENCIES"
"GV$OBSOLETE_PARAMETER","Synonym for GV_$OBSOLETE_PARAMETER"
"GV$OFFLINE_RANGE","Synonym for GV_$OFFLINE_RANGE"
"GV$OPEN_CURSOR","Synonym for GV_$OPEN_CURSOR"
"GV$OPTION","Synonym for GV_$OPTION"
"GV$OSSTAT","Synonym for GV_$OSSTAT"
"GV$PARALLEL_DEGREE_LIMIT_MTH","Synonym for GV_$PARALLEL_DEGREE_LIMIT_MTH"
"GV$PARAMETER","Synonym for GV_$PARAMETER"
"GV$PARAMETER2","Synonym for GV_$PARAMETER2"
"GV$PARAMETER_VALID_VALUES","Synonym for GV_$PARAMETER_VALID_VALUES"
"GV$PERSISTENT_PUBLISHERS","Synonym for GV_$PERSISTENT_PUBLISHERS"
"GV$PERSISTENT_QMN_CACHE","Synonym for GV_$PERSISTENT_QMN_CACHE"
"GV$PERSISTENT_QUEUES","Synonym for GV_$PERSISTENT_QUEUES"
"GV$PERSISTENT_SUBSCRIBERS","Synonym for GV_$PERSISTENT_SUBSCRIBERS"
"GV$PGASTAT","Synonym for GV_$PGASTAT"
"GV$PGA_TARGET_ADVICE_HISTOGRAM","Synonym for GV_$PGATARGET_ADVICE_HISTOGRAM"
"GV$PGA_TARGET_ADVICE","Synonym for GV_$PGA_TARGET_ADVICE"
"GV$POLICY_HISTORY","Synonym for GV_$POLICY_HISTORY"
"GV$PQ_SESSTAT","Synonym for GV_$PQ_SESSTAT"
"GV$PQ_SLAVE","Synonym for GV_$PQ_SLAVE"
"GV$PQ_SYSSTAT","Synonym for GV_$PQ_SYSSTAT"
"GV$PQ_TQSTAT","Synonym for GV_$PQ_TQSTAT"
"GV$PROCESS","Synonym for GV_$PROCESS"
"GV$PROCESS_GROUP","Synonym for GV_$PROCESS_GROUP"
"GV$PROCESS_MEMORY","Synonym for GV_$PROCESS_MEMORY"
"GV$PROCESS_MEMORY_DETAIL","Synonym for GV_$PROCESS_MEMORY_DETAIL"
"GV$PROCESS_MEMORY_DETAIL_PROG","Synonym for GV_$PROCESS_MEMORY_DETAIL_PROG"
"GV$PROPAGATION_RECEIVER","Synonym for GV_$PROPAGATION_RECEIVER"
"GV$PROPAGATION_SENDER","Synonym for GV_$PROPAGATION_SENDER"
"GV$PROXY_ARCHIVEDLOG","Synonym for GV_$PROXY_ARCHIVEDLOG"
"GV$PROXY_DATAFILE","Synonym for GV_$PROXY_DATAFILE"
"GV$PWFILE_USERS","Synonym for GV_$PWFILE_USERS"
"GV$PX_BUFFER_ADVICE","Synonym for GV_$PX_BUFFER_ADVICE"
"GV$PX_INSTANCE_GROUP","Synonym for GV_$PX_INSTANCE_GROUP"
"GV$PX_PROCESS","Synonym for GV_$PX_PROCESS"
"GV$PX_PROCESS_SYSSTAT","Synonym for GV_$PX_PROCESS_SYSSTAT"
"GV$PX_SESSION","Synonym for GV_$PX_SESSION"
"GV$PX_SESSTAT","Synonym for GV_$PX_SESSTAT"
"GV$QMON_COORDINATOR_STATS","Synonym for GV_$QMON_COORDINATOR_STATS"
"GV$QMON_SERVER_STATS","Synonym for GV_$QMON_SERVER_STATS"
"GV$QMON_TASKS","Synonym for GV_$QMON_TASKS"
"GV$QMON_TASK_STATS","Synonym for GV_$QMON_TASK_STATS"
"GV$QUEUE","Synonym for GV_$QUEUE"
"GV$QUEUEING_MTH","Synonym for GV_$QUEUEING_MTH"
"GV$RECOVERY_FILE_STATUS","Synonym for GV_$RECOVERY_FILE_STATUS"
"GV$RECOVERY_LOG","Synonym for GV_$RECOVERY_LOG"
"GV$RECOVERY_PROGRESS","Synonym for GV_$RECOVERY_PROGRESS"
"GV$RECOVERY_STATUS","Synonym for GV_$RECOVERY_STATUS"
"GV$RECOVER_FILE","Synonym for GV_$RECOVER_FILE"
"GV$REDO_DEST_RESP_HISTOGRAM","Synonym for GV_$REDO_DEST_RESP_HISTOGRAM"
"GV$REPLPROP","Synonym for GV_$REPLPROP"
"GV$REPLQUEUE","Synonym for GV_$REPLQUEUE"
"GV$REQDIST","Synonym for GV_$REQDIST"
"GV$RESERVED_WORDS","Synonym for GV_$RESERVED_WORDS"
"GV$RESOURCE","Synonym for GV_$RESOURCE"
"GV$RESOURCE_LIMIT","Synonym for GV_$RESOURCE_LIMIT"
"GV$RESTORE_POINT","Synonym for GV_$RESTORE_POINT"
"GV$RESULT_CACHE_DEPENDENCY","Synonym for GV_$RESULT_CACHE_DEPENDENCY"
"GV$RESULT_CACHE_MEMORY","Synonym for GV_$RESULT_CACHE_MEMORY"
"GV$RESULT_CACHE_OBJECTS","Synonym for GV_$RESULT_CACHE_OBJECTS"
"GV$RESULT_CACHE_STATISTICS","Synonym for GV_$RESULT_CACHE_STATISTICS"
"GV$RESUMABLE","Synonym for GV_$RESUMABLE"
"GV$RFS_THREAD","Synonym for GV_$RFS_THREAD"
"GV$RMAN_COMPRESSION_ALGORITHM","Synonym for GV_$RMAN_COMPRESSION_ALGORITHM"
"GV$RMAN_CONFIGURATION","Synonym for GV_$RMAN_CONFIGURATION"
"GV$RMAN_OUTPUT","Synonym for GV_$RMAN_OUTPUT"
"GV$ROLLSTAT","Synonym for GV_$ROLLSTAT"
"GV$ROWCACHE","Synonym for GV_$ROWCACHE"
"GV$ROWCACHE_PARENT","Synonym for GV_$ROWCACHE_PARENT"
"GV$ROWCACHE_SUBORDINATE","Synonym for GV_$ROWCACHE_SUBORDINATE"
"GV$RSRCMGRMETRIC","Synonym for GV_$RSRCMGRMETRIC"
"GV$RSRCMGRMETRIC_HISTORY","Synonym for GV_$RSRCMGRMETRIC_HISTORY"
"GV$RSRC_CONSUMER_GROUP","Synonym for GV_$RSRC_CONSUMER_GROUP"
"GV$RSRC_CONSUMER_GROUP_CPU_MTH","Synonym for GV_$RSRC_CONSUME_GROUP_CPU_MTH"
"GV$RSRC_CONS_GROUP_HISTORY","Synonym for GV_$RSRC_CONS_GROUP_HISTORY"
"GV$RSRC_PLAN","Synonym for GV_$RSRC_PLAN"
"GV$RSRC_PLAN_CPU_MTH","Synonym for GV_$RSRC_PLAN_CPU_MTH"
"GV$RSRC_PLAN_HISTORY","Synonym for GV_$RSRC_PLAN_HISTORY"
"GV$RSRC_SESSION_INFO","Synonym for GV_$RSRC_SESSION_INFO"
"GV$RULE","Synonym for GV_$RULE"
"GV$RULE_SET","Synonym for GV_$RULE_SET"
"GV$RULE_SET_AGGREGATE_STATS","Synonym for GV_$RULE_SET_AGGREGATE_STATS"
"GV$SCHEDULER_RUNNING_JOBS","Synonym for GV_$SCHEDULER_RUNNING_JOBS"
"GV$SECUREFILE_TIMER","Synonym for GV_$SECUREFILE_TIMER"
"GV$SEGMENT_STATISTICS","Synonym for GV_$SEGMENT_STATISTICS"
"GV$SEGSPACE_USAGE","Synonym for GV_$SEGSPACE_USAGE"
"GV$SEGSTAT","Synonym for GV_$SEGSTAT"
"GV$SEGSTAT_NAME","Synonym for GV_$SEGSTAT_NAME"
"GV$SERVICEMETRIC","Synonym for GV_$SERVICEMETRIC"
"GV$SERVICEMETRIC_HISTORY","Synonym for GV_$SERVICEMETRIC_HISTORY"
"GV$SERVICES","Synonym for GV_$SERVICES"
"GV$SERVICE_EVENT","Synonym for GV_$SERVICE_EVENT"
"GV$SERVICE_STATS","Synonym for GV_$SERVICE_STATS"
"GV$SERVICE_WAIT_CLASS","Synonym for GV_$SERVICE_WAIT_CLASS"
"GV$SERV_MOD_ACT_STATS","Synonym for GV_$SERV_MOD_ACT_STATS"
"GV$SESSION","Synonym for GV_$SESSION"
"GV$SESSION_BLOCKERS","Synonym for GV_$SESSION_BLOCKERS"
"GV$SESSION_CONNECT_INFO","Synonym for GV_$SESSION_CONNECT_INFO"
"GV$SESSION_CURSOR_CACHE","Synonym for GV_$SESSION_CURSOR_CACHE"
"GV$SESSION_EVENT","Synonym for GV_$SESSION_EVENT"
"GV$SESSION_LONGOPS","Synonym for GV_$SESSION_LONGOPS"
"GV$SESSION_OBJECT_CACHE","Synonym for GV_$SESSION_OBJECT_CACHE"
"GV$SESSION_WAIT","Synonym for GV_$SESSION_WAIT"
"GV$SESSION_WAIT_CLASS","Synonym for GV_$SESSION_WAIT_CLASS"
"GV$SESSION_WAIT_HISTORY","Synonym for GV_$SESSION_WAIT_HISTORY"
"GV$SESSMETRIC","Synonym for GV_$SESSMETRIC"
"GV$SESSTAT","Synonym for GV_$SESSTAT"
"GV$SESS_IO","Synonym for GV_$SESS_IO"
"GV$SESS_TIME_MODEL","Synonym for GV_$SESS_TIME_MODEL"
"GV$SES_OPTIMIZER_ENV","Synonym for GV_$SES_OPTIMIZER_ENV"
"GV$SGA","Synonym for GV_$SGA"
"GV$SGAINFO","Synonym for GV_$SGAINFO"
"GV$SGASTAT","Synonym for GV_$SGASTAT"
"GV$SGA_CURRENT_RESIZE_OPS","Synonym for GV_$SGA_CURRENT_RESIZE_OPS"
"GV$SGA_DYNAMIC_COMPONENTS","Synonym for GV_$SGA_DYNAMIC_COMPONENTS"
"GV$SGA_DYNAMIC_FREE_MEMORY","Synonym for GV_$SGA_DYNAMIC_FREE_MEMORY"
"GV$SGA_RESIZE_OPS","Synonym for GV_$SGA_RESIZE_OPS"
"GV$SGA_TARGET_ADVICE","Synonym for GV_$SGA_TARGET_ADVICE"
"GV$SHARED_POOL_ADVICE","Synonym for GV_$SHARED_POOL_ADVICE"
"GV$SHARED_POOL_RESERVED","Synonym for GV_$SHARED_POOL_RESERVED"
"GV$SHARED_SERVER","Synonym for GV_$SHARED_SERVER"
"GV$SHARED_SERVER_MONITOR","Synonym for GV_$SHARED_SERVER_MONITOR"
"GV$SORT_SEGMENT","Synonym for GV_$SORT_SEGMENT"
"GV$SORT_USAGE","Synonym for GV_$SORT_USAGE"
"GV$TEMPSEG_USAGE","Synonym for GV_$SORT_USAGE"
"GV$SPPARAMETER","Synonym for GV_$SPPARAMETER"
"GV$SQL","Synonym for GV_$SQL"
"GV$SQLAREA","Synonym for GV_$SQLAREA"
"GV$SQLAREA_PLAN_HASH","Synonym for GV_$SQLAREA_PLAN_HASH"
"GV$SQLCOMMAND","Synonym for GV_$SQLCOMMAND"
"GV$SQLFN_ARG_METADATA","Synonym for GV_$SQLFN_ARG_METADATA"
"GV$SQLFN_METADATA","Synonym for GV_$SQLFN_METADATA"
"GV$SQLPA_METRIC","Synonym for GV_$SQLPA_METRIC"
"GV$SQLSTATS","Synonym for GV_$SQLSTATS"
"GV$SQLSTATS_PLAN_HASH","Synonym for GV_$SQLSTATS_PLAN_HASH"
"GV$SQLTEXT","Synonym for GV_$SQLTEXT"
"GV$SQLTEXT_WITH_NEWLINES","Synonym for GV_$SQLTEXT_WITH_NEWLINES"
"GV$SQL_BIND_CAPTURE","Synonym for GV_$SQL_BIND_CAPTURE"
"GV$SQL_BIND_DATA","Synonym for GV_$SQL_BIND_DATA"
"GV$SQL_BIND_METADATA","Synonym for GV_$SQL_BIND_METADATA"
"GV$SQL_CS_HISTOGRAM","Synonym for GV_$SQL_CS_HISTOGRAM"
"GV$SQL_CS_SELECTIVITY","Synonym for GV_$SQL_CS_SELECTIVITY"
"GV$SQL_CS_STATISTICS","Synonym for GV_$SQL_CS_STATISTICS"
"GV$SQL_CURSOR","Synonym for GV_$SQL_CURSOR"
"GV$SQL_FEATURE","Synonym for GV_$SQL_FEATURE"
"GV$SQL_FEATURE_DEPENDENCY","Synonym for GV_$SQL_FEATURE_DEPENDENCY"
"GV$SQL_FEATURE_HIERARCHY","Synonym for GV_$SQL_FEATURE_HIERARCHY"
"GV$SQL_HINT","Synonym for GV_$SQL_HINT"
"GV$SQL_JOIN_FILTER","Synonym for GV_$SQL_JOIN_FILTER"
